Bedriftsnavn,Adresse,Postnummer,Poststed,Godkjenningstyper,Organisasjonsnummer,Godkjenningsnummer
Porsche Center Oslo AS,Ryenstubben 7-9,679,OSLO,"BILVERKSTED01, KONTROLLORGAN01",977365422,15478
HOLMS BILPLEIE AS,MOAVEGEN 10,2619,LILLEHAMMER,BILGLASS,979943172,28472
BILHUSET BØMLO,HOLLUNDSDALEN 53,5430,BREMNES,"BILVERKSTED01B, KONTROLLORGAN01B",930376930,30684
UNIGLASS AS,Dalstuvegen 11,2340,LØTEN,BILGLASS,999255922,29617
Motor Forum Skøyen,Drammensveien 161,277,OSLO,"BILVERKSTED01, KONTROLLORGAN01",884724902,1367
TESLA NORWAY AS avd. Oslo K100,Karihaugveien 100,1086,OSLO,"BILVERKSTED01, KONTROLLORGAN01",997433173,30870
RINGDEKK AS,Risesletta,3516,HØNEFOSS,HJUL,916307438,31715
Høiden MC-Senter AS,Ryggeveien 121,1570,DILLING,MOTORSYKKELOGMOPED,912824381,26381
SIZA EIENDOM AS,Olaf Schous vei 4,576,OSLO,HJUL,897811332,31464
Reime & Lode AS,Bernerveien 30,4365,NÆRBØ,"BILGLASS, BILVERKSTED01B, EKSOSANLEGG, HJUL, KONTROLLORGAN01B, LYSUTSTYR, SKADEVERKSTED02",915340016,6207
NESBYEN AUTO A/S,Alfarvegen 7,3540,NESBYEN,"BILVERKSTED01B, KONTROLLORGAN01",982978777,3502
Riseberg MC og trafikkskole,Gurudveien 21,1832,Askim,"EKSOSANLEGG, HJUL, LYSUTSTYR",974684918,206
"E18 Truckcenter AS, avd. Telemark",Kjørholtveien 23,3940,SKIEN,"ALKOLASVERKSTED, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",832673862,4841
AUTOSENTERET SVEBERG AS,Vuluveien 301,7563,MALVIK,"BILVERKSTED01, BILVERKSTED01B, KONTROLLORGAN01, KONTROLLORGAN01B, SKADEVERKSTED02",919083050,8126
Mosfjell Bil AS,Mosfjell,4760,BIRKELAND,"BILVERKSTED01, KONTROLLORGAN01",984076703,15818
SULLAND MIDTSTRANDA AS,Midtstranda 65,2321,HAMAR,"BILVERKSTED01B, KONTROLLORGAN01",928102378,32021
THANSEN AS avd. Haugesund,RAGLAMYRVEGEN 5,5536,HAUGESUND,HJUL,923897682,31101
OPPDAL AUTO AS,Nordre Industrivegen 90,7340,OPPDAL,HJUL,912040917,29719
Slemmestad Bil AS,Boligveien 5,3470,SLEMMESTAD,"BILVERKSTED01, KONTROLLORGAN01",951503800,14141
HURTIGRUTA CARGLASS RAUFOSS,Storgata 63 B,2830,RAUFOSS,BILGLASS,973119869,31815
DROLSUM BIL OG TRAKTOR,Ringeriksveien 558,3370,VIKERSUND,BILVERKSTED01,969086166,3407
"Bavaria Sør AS, avd Arendal",Stoaveien 2,4848,ARENDAL,"BILVERKSTED01, KONTROLLORGAN01",960804953,5369
HOFF BIL AS,Strandgata 11,2815,GJØVIK,BILGLASS,951713384,28325
STRAND AUTO AS,NEDREVEGEN 150,6710,RAUDEBERG,"BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED, SKADEVERKSTED01",928547086,7150
AS DIESEL-ELEKTRO,HALBRENDSLIA 24,6803,FØRDE,"BILVERKSTED01, HJULUTRUSTNING, KONTROLLORGAN01",961800242,7081
SENTRUM  AUTO AS,Mellomvika,8622,MO I RANA,"BILVERKSTED01, KONTROLLORGAN01",944080627,8931
RÅDE LAST OG HYDRAULIKK AS,ÅKEBERGMOSEN 19,1640,RÅDE,"BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04, PABYGGER, SKADEVERKSTED01, TRAKTOR",917466637,30821
JADOT AUTO,Hadelandsveien 520,3514,HØNEFOSS,BILVERKSTED01,919182903,30482
ARCTIC TRUCKS NORGE AS,Tverrveien 7,3058,SOLBERGMOEN,BILVERKSTED01B,979994893,31088
Norsk Scania AS avd. Hønefoss,Dr. Ragnhildsv.1. postboks 1040,3503,FLATTUM,"ALKOLASVERKSTED, BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN03",879263662,3339
K. STRANDHEIM AS,Strandheimveien 26,9154,,"HJUL, MOTORSYKKELOGMOPED",994315218,32167
Auto 8-8 Vestlandske AS,Lerstadvegen 534,6018,ÅLESUND,"BILVERKSTED01B, KONTROLLORGAN01B, SKADEVERKSTED02",982779529,7321
Iveco Norge AS,Holmaveien  50,1339,VØYENENGA,"BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",934621328,938
RITRO AS,EMIL SCHANCHES GATE 7,7160,BJUGN,"BILGLASS, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR, TRAKTOR",829509512,31209
NAKKENS BILVERKSTED AS,Vegsundbakken 22,6020,Ålesund,"BILVERKSTED01, KONTROLLORGAN01",996899985,7390
Eik Senteret Rykene,Presteveien 37,4821,RYKENE,"KONTROLLORGAN05, TRAKTOR",935465389,30988
Bilsenteret Namsos AS,Sivavegen 4,7820,SPILLUM,"BILVERKSTED01B, KONTROLLORGAN01B",976097904,8708
RIIS MONTASJE AS MOSJØEN,Daneljordet 9,8656,MOSJØEN,BILGLASS,921979436,30798
MODUL-SYSTEM AS AVDELING DRAMMEN,SVEND HAUGS GATE 11,3013,DRAMMEN,"ALKOLASVERKSTED, BILVERKSTED01",911743787,31039
NYMO BIL AS,PÅLS VEI 9,8008,BODØ,"BILVERKSTED01, KONTROLLORGAN01",919895608,30907
Norsk Scania AS avd. Leknes,Verksveien 4,8370,Leknes,"ALKOLASVERKSTED, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN02, KONTROLLORGAN03, TRAKTOR",879263662,9272
Suldal Billakkering avd.Ølen Auto,Mulagata 38,5580,ØLEN,"BILVERKSTED01, KONTROLLORGAN01",922261083,27661
Carfix AS avd Os,Industrivegen 1,5200,OS,"BILVERKSTED01B, KONTROLLORGAN01B",972868353,6681
MJØSBIL AS avd. Otta,Skansen 10,2670,OTTA,HJUL,950223243,32291
VOLL BILVASK OG BILPLEIE AS,VOLLVEGEN 53,4354,VOLL,HJUL,828997262,31166
EIK AUTO-TECH AS,Hauklandsveien 13,4460,MOI,"BILVERKSTED01, KONTROLLORGAN01",917429545,30030
Fron Traktor Service AS,Rustevegen 170,2640,VINSTRA,TRAKTOR,987228571,2850
Løkens Biloppretting,Stavlunden,6430,BUD,SKADEVERKSTED01,952620762,7686
SUNNDAL BILSKADE AS,SUNNDALSVEGEN 461,6600,Sunndalsøra,SKADEVERKSTED02,980362957,7866
Sogn Bilskade AS,Hagane 3,6863,LEIKANGER,SKADEVERKSTED02,992546115,16201
Mekonomen Company bilverksted AS avd Drammen Autoco,Nedre Eikervei 26,3045,DRAMMEN,"BILVERKSTED01, KONTROLLORGAN01",920377068,30217
Bilskade & Lakk AS,Micheletveien 54,1053,OSLO,BILGLASS,962096662,1656
GRIDSVÅG BÅT MOTOR AS,GRIDSVÅGVEGEN 119,6698,LESUND,"BILGLASS, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR, PABYGGER",984413793,30394
HVITTINGFOSS AUTO AS,Gravdalsveien 100,3647,HVITTINGFOSS,"BILVERKSTED01, KONTROLLORGAN01",921350228,30916
HURTIGRUTA CARGLASS AS LANGHUS,Håndverksveien 17,1405,LANGHUS,BILGLASS,985758220,30770
FEM STJERNER BIL AS,HAAVARD MARTINSENS VEI 9,978,OSLO,"BILVERKSTED01, KONTROLLORGAN01",913101219,30706
Nordvik AS avd. Sortland,Vesterålsgata 26,8400,SORTLAND,"BILVERKSTED01, KONTROLLORGAN01, SKADEVERKSTED02",946549770,9382
SNEFRID PETTERSEN,POLMAKVEIEN 1448,9845,TANA,"HENGERESPALOPSBREMSEANLEGG, HJUL",952895877,30929
VEAN BIL & LANDBRUKSVERKSTED,Brekkvegen 582,6690,Aure,"BILVERKSTED01B, KONTROLLORGAN01B",952525417,7849
Fiskå karosseri A/S,Fiskåbygd,6143,Fiskåbygd,"BILVERKSTED01, MOTORSYKKELOGMOPED, SKADEVERKSTED02",959434115,7545
"DEKKPROFF AS, avd. Kristiansand",Barstølveien 29,4636,KRISTIANSAND S,HJUL,916725558,30783
Tores Auto Minde AS,Kanalveien 48,5068,BERGEN,"BILVERKSTED01, KONTROLLORGAN01",996043509,17361
Hovland Bilverksted,Holmsåsveien 28,3070,Sande,BILVERKSTED01,985712557,4199
Link Auto AS,Roppevegen 130,3539,FLÅ,"BILVERKSTED01, KONTROLLORGAN01",913492501,27003
ENERGI 1 AS,NEDRE VILBERG VEG 5,2080,EIDSVOLL,HJUL,919849800,31702
HAFSLO BILSENTER AS,STOLPEN,6869,HAFSLO,"BILVERKSTED01, KONTROLLORGAN01",981923839,7221
AS AUTO ELEKTRO,Næringsveien 3,6517,Kristiansund N.,"BILVERKSTED01B, KONTROLLORGAN01B",918542272,7858
DEKKMANN AS avd Furuset,Søren Bulls vei 2,1051,OSLO,"BILVERKSTED01, HJUL, KONTROLLORGAN01",966242825,30547
SPOT-ON AS,Prestebråtan 2,3300,HOKKSUND,"BILGLASS, BILVERKSTED01B",998613078,29631
TEKNISK BUREAU NARVIK avd. 150,Ankenesveien 150,8520,ANKENES,BILVERKSTED01B,928413748,32310
Hylestad Autosenter,Rysstad,4748,Rysstad,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED",997925084,5311
MR BILVERKSTED AS,MAGNUS BARFOTS VEI 5,4633,KRISTIANSAND S,"BILVERKSTED01, KONTROLLORGAN01",918375821,30352
INTAKT BILSKADE GAULDALEN AS,Storburusjøveien 25,7387,SINGSÅS,SKADEVERKSTED02,921902700,31074
Osen Bilskade AS,Sotå,6453,KLEIVE,SKADEVERKSTED02,999088597,23100
Vandsvik Mek Verksted AS,Nesset 96,7629,YTTERØY,"BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04, MOTORSYKKELOGMOPED, PABYGGER, SKADEVERKSTED01, TRAKTOR",986571655,8595
Bertel O Steen Rogaland AS (lette),Vassbotn 9  Forus,4069,Stavanger,"BILVERKSTED01B, KONTROLLORGAN01B",912771784,5980
VÅLAND BILPLEIE OG SERVICE AS,KONG CARLS GATE 19,4010,STAVANGER,BILVERKSTED01,921703821,31336
ETAC BIL AS avd Moss,Kallumveien 24,1522,MOSS,PABYGGER,999065465,29659
ST BIL & MASKIN AS,Ringveien 10,9300,FINNSNES,"BILVERKSTED01B, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",923077553,31291
SENTRUM BILVERKSTED A/S,Øran Vest,6300,Åndalsnes,"BILVERKSTED01B, KONTROLLORGAN01B",845693722,7681
EV COMPANIET KOKSTAD AS,KOKSTADVEGEN 10,5257,KOKSTAD,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED",826800232,31832
NAF Senteret Mo i Rana,Ranenget 16,8626,MO I RANA,"BILVERKSTED01, KONTROLLORGAN01",987372540,8901
RAL-Transport AS,Nergårdgata 26,8643,BJERKA,"BILVERKSTED01, KONTROLLORGAN01",998859751,27701
Lundamo Bilservice AS,Gaulaplassen,7232,LUNDAMO,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED",998186889,21439
PARKEN KAROSSERI AS,SKIBÅSEN 15B,4636,KRISTIANSAND S,"BILVERKSTED01, SKADEVERKSTED02",922347557,31186
TRIPPEL MOTOR AS,Kirkeveien 43,4580,LYNGDAL,BILVERKSTED01,923601287,31268
LITRA GASS AS,Eikeskogvegen 78,5570,AKSDAL,BILVERKSTED03,956971799,31089
Benz Technic AS,Tillerbruveien 157,7092,TILLER,"BILVERKSTED01, BILVERKSTED01B, PABYGGER, SKADEVERKSTED02",923105417,11475
MITT DEKKHOTELL KOKSTAD AS,KOKSTADFLATEN 40,5257,KOKSTAD,HJUL,919430729,30663
Bilskadesenteret AS,Leirvikflaten 29,5179,GODVIK,"BILVERKSTED01, SKADEVERKSTED01",946065706,6631
OPPDAL-BIL AS,Vikavegen 2,7340,OPPDAL,"BILVERKSTED01B, KONTROLLORGAN01B",998162203,32191
AUTO INDUSTRY NORWAY AS,FJELLVEGEN 8,2022,GJERDRUM,ALKOLASVERKSTED,918338241,31045
Rommen Bil AS,Ringnesveien 7,978,OSLO,"BILVERKSTED01B, KONTROLLORGAN01B",981701747,1405
Toyota Bilia Levanger,HØGSKOLEVEGEN 1,7604,LEVANGER,"BILVERKSTED01, KONTROLLORGAN01",980648915,29387
"Dekkmann AS, Minde",Minde Allè 39,5068,BERGEN,"BILVERKSTED01, HJUL, KONTROLLORGAN01",966242825,6562
TRAMA HARSTAD AS,RUGGEVIKVEIEN 13,9415,HARSTAD,"MOTORSYKKELOGMOPED, TRAKTOR",983174035,30677
AUTO 123 AS,BØVÅGEN 49,4262,AVALDSNES,"BILVERKSTED01, KONTROLLORGAN01",924498722,31440
FIXBIL ÅSANE AS,LIAMYRANE 6,5132,NYBORG,"BILVERKSTED01, KONTROLLORGAN01",988812854,31106
ROAN BILVERKSTED AS,Roansveien 6,7180,ROAN,"BILVERKSTED01, KONTROLLORGAN01",977302323,8416
DEKK1 AS Drammen,TEGLVERKSVEIEN 11B,3413,LIER,"HENGERESPALOPSBREMSEANLEGG, HJUL",979579292,31315
DEKK OG DELER AS avd. Nesttun,HARDANGERVEGEN 150,5226,NESTTUN,HJUL,996430022,31122
DALEN DEKK,Hertug Skules vei 361,7100,RISSA,HJUL,923723315,32386
SMART HAGE & MOTOR AS,BØ VEST,4262,AVALDSNES,HENGERESPALOPSBREMSEANLEGG,939707654,29295
Åkra Bilimport AS,Rådhusvegen 1,4270,ÅKREHAMN,"BILVERKSTED01B, KONTROLLORGAN01, KONTROLLORGAN01B",918407820,6380
Einar Flakk Verksted AS,Lille Heimdal,4760,Birkeland,"BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED",917421781,5371
POLARDEKK AS,NORDRE GATE 10,8622,MO I RANA,HJUL,915549993,30766
GRORUDDALEN BILSENTER AS,ØSTRE AKER VEI 217,976,OSLO,"BILVERKSTED01, KONTROLLORGAN01",952834789,31307
Alta Billakkering AS,Aronnesveien 45,9514,Alta,"BILVERKSTED01B, KONTROLLORGAN01B, SKADEVERKSTED02",944601309,9626
DEKK COMPANIET AS,KOKSTADDALEN 2,5257,KOKSTAD,HJUL,913277546,30761
Sulland Auto AS avd. TRONDHEIM,"Vestre Rosten 83,",7075,TILLER,"BILVERKSTED01, KONTROLLORGAN01, SKADEVERKSTED02",912072851,25201
Kvinesdal Lakk & Skade AS,Industrigt 35,4480,KVINESDAL,"BILVERKSTED01, KONTROLLORGAN01, SKADEVERKSTED01",886699492,27022
Sartor Biloppretting as,Idrettsvegen 126,5353,STRAUME,SKADEVERKSTED02,928886360,6691
KG BIL & KAROSSERI AS,Trondheimsvegen 588,2092,MINNESUND,SKADEVERKSTED02,928832619,32268
Tau Auto A/S,Ryfylkevegen 1970,4120,Tau,"BILVERKSTED01B, KONTROLLORGAN01B",914628385,6098
Bertel O. Steen Lastebil og Buss AS avd. Ørsta,Mosflatevegen 8,6154,ØRSTA,"BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",826342552,7565
"Bilia Norge AS, Avd. Gol",Heradveien 9,3550,GOL,"BILVERKSTED01, KONTROLLORGAN01",976023188,3562
KILEN AUTO AS,Hålandsdalsveien 993,5640,EIKELANDSOSEN,"BILVERKSTED01B, KONTROLLORGAN01B",986058362,6628
Wist Last & Buss AS avd Mo i Rana,Myra 6,8610,Mo i Rana,"BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN02, KONTROLLORGAN03, TRAKTOR",958315120,8944
VESTVÅGØY/FLAKSTAD VAKTMESTER SERVICE AS,GRAVDALSGATA 37,8372,GRAVDAL,HJUL,918052763,30811
Asfalt & Betong maskiner AS,Heggstadmoen 1,7472,TRONDHEIM,PABYGGER,939072616,8095
Møller Bil Sør-Rogaland AS avd. Møller Bil Forus,Vassbotn. 6,4313,SANDNES,"BILVERKSTED01, KONTROLLORGAN01",933625583,6132
Hurtigruta Carglass Kongsvinger,Lerkevegen 58,2209,KONGSVINGER,BILGLASS,922318654,31189
KH Bil-Deler Knut Hermansen,Lierveien 85,1814,ASKIM,"BILVERKSTED01, KONTROLLORGAN01",974688603,16518
KVAVIK DEKK & REP AS,Åneveien 7,4580,LYNGDAL,"BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED, SKADEVERKSTED01, TRAKTOR",818673582,30408
"MOE MEKANISKE VERKSTED, KURS OG KOMPETANSEBYGGING GEIR JOHAN HVIDSTEN",Møllebakkveien 1,1960,LØKEN,"BILVERKSTED01, KONTROLLORGAN01B, MOTORSYKKELOGMOPED, TRAKTOR",926861174,30184
CHRISTER HALDAMMEN BILSKADE,THORSRUDVEGEN 8,2211,KONGSVINGER,SKADEVERKSTED01,981925513,30933
Ålgård Landbrukssenter AS,Ålgårdslåtten 2A,4330,ÅLGÅRD,TRAKTOR,929440390,23700
SERVICE VADSØ AS,W ANDERSENSG 9,9800,VADSØ,HJUL,945722991,30033
G-Bil AS,Skibåsen 1,4696,KRISTIANSAND S,"BILVERKSTED01, KONTROLLORGAN01",953102552,5704
O-MEK AS,Løkkenveien 213,7332,LØKKEN VERK,HJUL,922655588,32100
HØYUMS DEKK OG MASKIN,Hovsvegen 122,6896,FRESVIK,HJUL,983170706,32230
MIDT-NORGE MASKINSENTER AS,Industriveien 29,6652,SURNADAL,TRAKTOR,936968678,30288
Andersen Lakk og Karosseri AS,MOLANDSVEIEN 454,4849,Arendal,SKADEVERKSTED02,990513309,5303
Pomek AS,Lensbygdavegen 267,2850,LENA,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN01, KONTROLLORGAN02, MOTORSYKKELOGMOPED, PABYGGER, TRAKTOR",913194691,26221
TREDAL AS,MANDALSVEIEN 1910,4520,LINDESNES,"HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",945707208,30835
Lundamo Auto AS,Kvenildmyra 3,7093,TILLER,"HENGERESPALOPSBREMSEANLEGG, HJUL, MOTORSYKKELOGMOPED",960865219,8109
Kristiansund Karosseri A/S,Verkstedv. 1c,6517,Kristiansund N.,SKADEVERKSTED02,985890552,7861
Bikes AS,Nardovegen 6,7032,TRONDHEIM,MOTORSYKKELOGMOPED,997732243,20901
BARDU BIL AS,INDUSTRIVEIEN 15,9360,BARDU,BILVERKSTED01,916106092,29967
AGC AUTO VERKSTED RADOMIR WOJCIECH MAZUR,HARDANGERVEGEN 525,5268,HAUKELAND,BILVERKSTED01,918751696,30855
Leira Bil AS avd. Brekstad,Fjæraveien,7130,BREKSTAD,"BILVERKSTED01B, KONTROLLORGAN01B",967407593,25401
THANSEN AS Avd. Gjøvik,STAMPEVEGEN 13,2827,HUNNDALEN,HJUL,923897682,31679
Møller Bil Molde,Verftsgata 3,6402,Molde,"BILVERKSTED01B, KONTROLLORGAN01B",915555292,7604
KLART DET! UTLEIE AS,NANSETGATA 144,3271,LARVIK,"HENGERESPALOPSBREMSEANLEGG, LYSUTSTYR",995172151,30646
Tesla Norway AS avd Grorud,Bekkenstenveien 15,976,OSLO,BILVERKSTED01,914192994,27981
Hovli Auto AS,Oslovegen 400,2920,LEIRA,"BILVERKSTED01B, KONTROLLORGAN01, SKADEVERKSTED02",936915779,3223
ULSTEIN BIL A/S,Høddvegen 20,6065,ULSTEINVIK,"BILVERKSTED01, BILVERKSTED01B, KONTROLLORGAN01, KONTROLLORGAN01B, MOTORSYKKELOGMOPED",943815593,7542
Åsgården Bil og Karosseri AS,Raveien 316,3184,BORRE,"BILVERKSTED01, KONTROLLORGAN01",923215042,29715
"Volmax AS, avd. Vikersund",Geithusveien 69,3370,VIKERSUND,"ALKOLASVERKSTED, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",984674104,24528
MÅLØY AUTO AS,SJØGATA,6702,MÅLØY,"BILVERKSTED01B, KONTROLLORGAN01B",988754846,7120
Jæger Sentrum as,Kokstadveien 42B,5257,KOKSTAD,"BILVERKSTED01, KONTROLLORGAN01, SKADEVERKSTED02",976070097,6510
Sør-Varanger Bilteknikk AS,E.K. Andersons vei 12,9912,Hesseng,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED, SKADEVERKSTED02",981117824,9770
Monsterbike AS,Kobbervikdalen 93 B,3036,DRAMMEN,MOTORSYKKELOGMOPED,988809012,11672
Bilverkstedet Kristiansand AS,Barstølveien13,4636,KR.SAND,"BILVERKSTED01, KONTROLLORGAN01",980177246,5646
LANGSHOLT GLASS SERVICE AS,SNEKKERSTUBAKKEN 24,1738,BORGENHAUGEN,BILGLASS,998539080,29479
BIRGER N HAUG AS avdeling Røyken,Johan Follestads vei 15,3474,ÅROS,"BILVERKSTED01, KONTROLLORGAN01",952335863,29792
Autoskade Tynset AS,Bangmoen,2500,TYNSET,"BILVERKSTED01, SKADEVERKSTED02",999257305,26721
Bertel O. Steen Lastebil og Buss avd. Moss,Solgaard Skog 11,1599,Moss,"ALKOLASVERKSTED, BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",972108650,544
Rjukan Bil A/S,Mælandsgata 13,3660,Rjukan,"BILVERKSTED01, KONTROLLORGAN01",976866215,5205
Personbil & Varebilservice DA,Markveien 1,1391,VOLLEN,"BILVERKSTED01, KONTROLLORGAN01",982236649,3760
Autopro Steinar Fjeldberg,Melandsjø,7250,Melandsjø,MOTORSYKKELOGMOPED,970387234,8331
Servicesenteret Finnsnes AS,Storgata 49,9300,FINNSNES,"BILVERKSTED01, KONTROLLORGAN01",989617834,9808
HANSENSMIA LANDBRUKSVERKSTED BJØRNAR STORSLETT HANSEN,"Bergheim, Berkåk",7391,RENNEBU,BILVERKSTED01,819186952,30471
Bjarkøy Bil & Mek,Nergårdshamn,9426,Bjarkøy,BILVERKSTED01,970424512,9436
Motorsyklisten AS,Svartadalen 1,5412,STORD,MOTORSYKKELOGMOPED,933458032,6779
Beredt Automester  AS,Storetvedtvegen 50,5067,BERGEN,"BILVERKSTED01, KONTROLLORGAN01",916303122,6626
RYKKJE TRANSPORT AS,FYKSESUNDSVEGEN 293,5610,ØYSTESE,HJUL,989884891,30598
"Bertel O. Steen Trøndelag AS, avd. verksted Verdal",Merkurvvegen 1,7652,VERDAL,"BILVERKSTED01B, KONTROLLORGAN01B",974141493,8562
KW MC & MASKINERINGSTEKNIKK DA,Tøråskvernvegen 63,2436,VÅLER I SOLØR,MOTORSYKKELOGMOPED,983936474,30283
DEKKMESTEREN AS avd Berger,Bølerveien 38 Berger,2016,FROGNER,HJUL,999325882,30774
Rabbenkroken Bil AS,Rabbenkroken 21,3919,PORSGRUNN,"BILVERKSTED01, KONTROLLORGAN01",999244467,23800
Frya Bil AS,Flyplassvegen 55,2630,RINGEBU,"BILVERKSTED01, KONTROLLORGAN01",992119381,14438
Nye Holmestrand Lakkering AS,Barstadveien 15,3089,HOLMESTRAND,SKADEVERKSTED01,819982082,30643
LEIKANGER AUTO AS,HANAHAUG 10,6863,LEIKANGER,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED, SKADEVERKSTED01",924328606,7218
Biltreff AS,Hafstadvegen 76,6800,FØRDE,"BILVERKSTED01, KONTROLLORGAN01",991159150,13092
Kristiansand Bilverksted AS,Rigedalen 10,4626,Kristiansand,"BILVERKSTED01, KONTROLLORGAN01",990693811,5657
Nyseth Bilverksted AS,Nysethvegen 91,2770,JAREN,"BILVERKSTED01, KONTROLLORGAN01",899608402,23782
ØKONOMIDEKK AS,STORVEGEN 49,2420,TRYSIL,HJUL,985524718,29420
Notodden Bil & Speed Shop A/S,Semsvegen 48,3676,NOTODDEN,"BILVERKSTED01B, KONTROLLORGAN01B",921376863,5122
GLASVERKSTADEN,LANGEMYRA 3,6160,HOVDEBYGDA,BILGLASS,961633257,29639
MC SENTERET MOLDE AS,Fannestrandsvegen 75,6416,MOLDE,"BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED",922163219,31095
BILIA PERSONBIL AS/ BILIA OUTLETT avd. TRONDHEIM,Håkon Vii`s gate 23c,7041,TRONDHEIM,"BILVERKSTED01, KONTROLLORGAN01",976023188,31915
LARSEN MEKANISKE AS,Industribakken 9,8907,BRØNNØYSUND,"BILVERKSTED01, KONTROLLORGAN01",918598960,28251
"Toyota Bilia AS, avd Notodden",Tuvenbøygen 1,3676,Notodden,"BILVERKSTED01B, KONTROLLORGAN01B, SKADEVERKSTED02",980648915,5109
SYLLING BILGLASS ØDEGÅRD,Modumveien 27,3410,SYLLING,"BILGLASS, EKSOSANLEGG, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",996222179,29315
Fosnavåg Bilverksted AS,Myklebustvegen 65,6092,FOSNAVÅG,"BILVERKSTED01, BILVERKSTED01B, KONTROLLORGAN01, KONTROLLORGAN01B, SKADEVERKSTED02",935444497,7532
Cary Bilglass avd Drammen,INGVALD LUDVIKSEN GT. 20,3007,DRAMMEN,BILGLASS,913387783,30073
STOKLANDS BILRUTER A/S,Vestfjordveien 1426,8294,Hamarøy,"BILVERKSTED01B, KONTROLLORGAN01B",916288824,9113
HÅLOGALAND TRANSPORTSELSKAP AS,Medbymoen 19,8530,BJERKVIK,HJUL,985435596,29365
Bulder Verksted AS avd. Fauske,Follavn. 91,8200,Fauske,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN01, KONTROLLORGAN02, TRAKTOR",993026352,9109
Team Verksted AS,Håem Næringspark,6260,SKODJE,"PABYGGER, SKADEVERKSTED02",946930342,24062
Autotechnik as,Torsvang 2,3271,LARVIK,"BILVERKSTED01B, KONTROLLORGAN01B, SKADEVERKSTED01",985182450,4655
DEKK1 avd. Stavanger,Dalsetveien 2 E,4018,STAVANGER,"HENGERESPALOPSBREMSEANLEGG, HJUL",979579292,29003
ÅRSKOG SERVICE AS,Årskog Industriområde,5419,FITJAR,"HJUL, LYSUTSTYR",998398738,30871
Haugens bilrep & service AS,Skjærvaveien 20,1466,STRØMMEN,"BILVERKSTED01, KONTROLLORGAN01",998657970,22241
Øyans Bil Sandefjord AS,Bekkeveien 4,3236,SANDEFJORD,"BILVERKSTED01, KONTROLLORGAN01",971174722,4727
GILDESKÅL  BIL OG BÅT A/S,Nygårdsjøen,8120,NYGÅRDSJØEN,"BILVERKSTED01B, KONTROLLORGAN01",981695348,9099
Automarin AS (Askvollvegen 406),ASKVOLLVEGEN 406,6980,ASKVOLL,"BILGLASS, EKSOSANLEGG, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",952819283,30847
VIKING KONTROLL AS,Vollaveien 15,668,OSLO,"BILGLASS, KONTROLLORGAN01",921326408,31204
S Rødsten Bilforretning AS,Solheimsveien 1,5462,HERØYSUNDET,"BILVERKSTED01, KONTROLLORGAN01, SKADEVERKSTED01",938461619,6790
Utne Transport AS,Statsminister Torpsvei 49,1738,BORGENHAUGEN,"BILVERKSTED03, KONTROLLORGAN03",920118895,27401
MJA Bilservice AS,Nye Teglverks vei 42,4632,Kristiansand,"BILVERKSTED01B, KONTROLLORGAN01B",991877312,5738
J. A. BERG  AS,Fjæraveien,7130,Brekstad,"BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED",979263287,8412
